customerid,customername,region,orderid,OrderDate,totalamount
KH00075,Tran Thi Bich Ngoc,Can Tho,OD01311,2024-06-13,73
KH00507,Ðo Hoang Anh,Ha Noi,OD03214,2024-08-21,62
KH00901,Vu Minh Quan,Can Tho,OD04751,2024-02-22,14
KH00571,Ðo Hoang Anh,Ho Chi Minh,OD06745,2024-10-07,7
KH00207,Pham Thi Thanh Huong,Hai Phong,OD07113,2024-02-07,97
KH00631,Pham Thi Thanh Huong,Hai Phong,OD02949,2024-11-26,18
KH00461,Le Minh Hoang,Can Tho,OD00239,2024-07-05,32
KH00628,Nguyen Van An,Hai Phong,OD01696,2023-12-23,59
KH00981,Ngo Van Long,Ða Nang,OD02417,2024-12-09,46
KH00073,Ngo Van Long,Ha Noi,OD01302,2024-09-23,13
KH00921,Le Minh Hoang,Ða Nang,OD07610,2024-05-09,4
KH00867,Cao Minh Tam,Hai Phong,OD04159,2024-08-07,43
KH00204,Pham Thi Thanh Huong,Ða Nang,OD07335,2023-12-27,71
KH00493,Le Minh Hoang,Can Tho,OD06919,2024-01-05,3
KH00665,Ðang Thi Hanh,Ða Nang,OD07896,2024-08-01,20
KH00646,Cao Minh Tam,Can Tho,OD07847,2024-11-07,2
KH00876,Pham Thi Thanh Huong,Can Tho,OD07064,2024-03-15,22
KH00687,Pham Thi Thanh Huong,Ða Nang,OD02720,2024-05-01,49
KH00946,Tran Thi Bich Ngoc,Ho Chi Minh,OD00701,2024-07-30,9
KH00851,Tran Thi Bich Ngoc,Ho Chi Minh,OD06369,2024-11-03,92
KH00303,Cao Minh Tam,Ða Nang,OD00187,2024-07-26,32
KH00068,Phan Thi Mai,Ða Nang,OD03853,2024-11-14,31
KH00056,Vu Minh Quan,Ha Noi,OD00898,2024-08-04,91
KH00943,Le Minh Hoang,Can Tho,OD02183,2024-02-03,65
KH00557,Pham Thi Thanh Huong,Can Tho,OD00926,2024-05-28,37
KH00668,Pham Thi Thanh Huong,Ha Noi,OD06874,2024-01-29,82
KH00518,Ngo Van Long,Can Tho,OD00250,2024-12-11,20
KH00907,Vu Minh Quan,Ða Nang,OD03367,2024-10-07,92
KH00197,Ngo Van Long,Ða Nang,OD02324,2024-08-12,65
KH00988,Ngo Van Long,Ho Chi Minh,OD05806,2024-06-10,61
KH00229,Le Minh Hoang,Ha Noi,OD05365,2024-10-06,16
KH00118,Phan Thi Mai,Hai Phong,OD02340,2024-03-26,48
KH00126,Bui Thi Lan,Ha Noi,OD03606,2024-11-22,43
KH00335,Cao Minh Tam,Ho Chi Minh,OD05307,2024-01-12,98
KH00602,Le Minh Hoang,Hai Phong,OD03332,2024-11-05,11
KH00081,Hoang Van Tien,Can Tho,OD00094,2024-03-23,16
KH00193,Le Minh Hoang,Ha Noi,OD05547,2024-12-08,6
KH00365,Ngo Van Long,Hai Phong,OD00521,2024-05-02,92
KH00893,Ly Thi Kim Chi,Can Tho,OD00847,2024-10-26,33
KH00163,Vu Minh Quan,Can Tho,OD03234,2024-03-15,49
KH00023,Nguyen Van An,Hai Phong,OD01806,2024-05-27,21
KH00452,Le Minh Hoang,Can Tho,OD02386,2024-07-25,8
KH00870,Ðang Thi Hanh,Ða Nang,OD06551,2024-09-16,82
KH00961,Ðo Hoang Anh,Can Tho,OD05030,2024-04-23,85
KH00076,Bui Thi Lan,Ha Noi,OD07485,2024-03-05,34
KH00768,Huynh Thi Thu Ha,Ha Noi,OD03391,2024-12-03,53
KH00302,Le Minh Hoang,Ha Noi,OD01832,2024-09-16,54
KH00702,Vu Minh Quan,Ða Nang,OD01238,2024-05-14,2
KH00606,Huynh Thi Thu Ha,Ho Chi Minh,OD05974,2024-01-20,86
KH00521,Hoang Van Tien,Ha Noi,OD01857,2024-08-17,8
KH00060,Huynh Thi Thu Ha,Can Tho,OD06655,2024-06-17,4
KH00984,Ðang Thi Hanh,Ho Chi Minh,OD03550,2024-09-18,82
KH00300,Ðo Hoang Anh,Can Tho,OD01130,2024-10-04,36
KH00555,Ly Thi Kim Chi,Ða Nang,OD02741,2024-03-05,17
KH00284,Huynh Thi Thu Ha,Ða Nang,OD03737,2024-07-03,72
KH00124,Cao Minh Tam,Hai Phong,OD00003,2024-10-19,61
KH00719,Tran Thi Bich Ngoc,Can Tho,OD05887,2024-07-30,51
KH00032,Hoang Van Tien,Ho Chi Minh,OD05934,2024-01-27,10
KH00573,Cao Minh Tam,Ho Chi Minh,OD02512,2024-04-07,87
KH00524,Tran Thi Bich Ngoc,Ða Nang,OD06191,2024-07-18,60
KH00370,Vu Minh Quan,Can Tho,OD01952,2024-02-19,12
KH00869,Le Minh Hoang,Ða Nang,OD07405,2024-01-26,97
KH00180,Vu Minh Quan,Ha Noi,OD03986,2024-05-09,59
KH00470,Ðang Thi Hanh,Can Tho,OD07994,2024-06-29,33
KH00537,Ðang Thi Hanh,Ða Nang,OD00789,2024-06-20,13
KH00310,Huynh Thi Thu Ha,Ha Noi,OD05699,2024-04-08,52
KH00151,Huynh Thi Thu Ha,Ða Nang,OD04407,2024-01-15,72
KH00318,Vu Minh Quan,Can Tho,OD06817,2024-05-13,10
KH00101,Vu Minh Quan,Ða Nang,OD07656,2024-10-16,21
KH00975,Hoang Van Tien,Can Tho,OD03222,2024-08-24,95
KH00094,Huynh Thi Thu Ha,Ha Noi,OD03858,2024-02-26,99
KH00379,Le Minh Hoang,Ha Noi,OD00362,2024-07-26,90
KH00948,Nguyen Van An,Hai Phong,OD01060,2024-03-10,70
KH00611,Cao Minh Tam,Hai Phong,OD06312,2024-06-27,13
KH00827,Ðo Hoang Anh,Ho Chi Minh,OD02594,2024-11-18,64
KH00499,Tran Thi Bich Ngoc,Ða Nang,OD00614,2024-04-03,40
KH00001,Ðo Hoang Anh,Hai Phong,OD01751,2024-10-01,87
KH00875,Le Minh Hoang,Ho Chi Minh,OD07713,2024-03-06,84
KH00803,Cao Minh Tam,Hai Phong,OD04551,2024-01-24,70
KH00563,Ngo Van Long,Ða Nang,OD07102,2024-02-10,66
KH00763,Huynh Thi Thu Ha,Ho Chi Minh,OD02406,2024-06-18,8
KH00547,Cao Minh Tam,Hai Phong,OD06981,2024-06-20,93
KH00244,Bui Thi Lan,Ða Nang,OD05351,2024-02-03,95
KH00381,Hoang Van Tien,Hai Phong,OD01994,2024-11-11,45
KH00564,Ly Thi Kim Chi,Ha Noi,OD02034,2024-03-28,65
KH00054,Hoang Van Tien,Hai Phong,OD07425,2024-05-27,70
KH00821,Nguyen Van An,Hai Phong,OD00231,2024-09-09,9
KH00486,Le Minh Hoang,Ða Nang,OD05562,2024-12-05,8
KH00268,Vu Minh Quan,Ho Chi Minh,OD05252,2024-09-20,7
KH00146,Le Minh Hoang,Hai Phong,OD04342,2024-11-15,46
KH00276,Tran Thi Bich Ngoc,Hai Phong,OD07979,2024-09-11,59
KH00115,Tran Thi Bich Ngoc,Ða Nang,OD06443,2024-08-20,69
KH00781,Hoang Van Tien,Hai Phong,OD03360,2024-05-05,34
KH00865,Vu Minh Quan,Ha Noi,OD03009,2023-12-27,91
KH00824,Bui Thi Lan,Ho Chi Minh,OD04762,2024-07-10,42
KH00199,Hoang Van Tien,Ða Nang,OD06529,2024-05-17,98
KH00028,Ðo Hoang Anh,Can Tho,OD00091,2024-02-02,45
KH00728,Hoang Van Tien,Ha Noi,OD04610,2024-04-20,95
KH00255,Pham Thi Thanh Huong,Ða Nang,OD02894,2024-07-17,94
KH00172,Nguyen Van An,Can Tho,OD02113,2024-04-06,58
KH00659,Nguyen Van An,Can Tho,OD00065,2023-12-27,42
KH00069,Ðang Thi Hanh,Ða Nang,OD04129,2024-10-08,73
KH00198,Ngo Van Long,Hai Phong,OD06127,2024-04-03,51
KH00219,Hoang Van Tien,Ho Chi Minh,OD05327,2024-03-11,16
KH00371,Le Minh Hoang,Can Tho,OD01491,2024-06-09,60
KH00140,Huynh Thi Thu Ha,Can Tho,OD00689,2024-06-13,40
KH00350,Bui Thi Lan,Ða Nang,OD05540,2024-04-22,18
KH00593,Nguyen Van An,Ha Noi,OD06044,2024-10-27,49
KH00420,Huynh Thi Thu Ha,Can Tho,OD02624,2024-11-30,62
KH00445,Tran Thi Bich Ngoc,Can Tho,OD06624,2024-08-03,87
KH00502,Cao Minh Tam,Ha Noi,OD03975,2024-04-28,55
KH00630,Cao Minh Tam,Hai Phong,OD03882,2024-07-20,90
KH00711,Vu Minh Quan,Ha Noi,OD04745,2024-09-24,93
KH00904,Le Minh Hoang,Ða Nang,OD05900,2024-05-27,93
KH00864,Ly Thi Kim Chi,Ha Noi,OD03120,2024-10-14,93
KH00377,Ðang Thi Hanh,Ða Nang,OD00665,2024-02-21,66
KH00838,Hoang Van Tien,Ha Noi,OD02561,2024-07-22,63
KH00666,Cao Minh Tam,Can Tho,OD06584,2024-02-27,78
KH00672,Ðang Thi Hanh,Ho Chi Minh,OD07018,2024-08-15,55
KH00109,Ðo Hoang Anh,Can Tho,OD07195,2024-07-17,9
KH00990,Vu Minh Quan,Ho Chi Minh,OD02011,2024-09-30,6
KH00045,Phan Thi Mai,Can Tho,OD07275,2024-09-27,25
KH00998,Bui Thi Lan,Ho Chi Minh,OD07916,2024-11-18,28
KH00453,Hoang Van Tien,Ða Nang,OD01262,2024-05-29,66
KH00491,Pham Thi Thanh Huong,Can Tho,OD00380,2024-02-15,93
KH00798,Tran Thi Bich Ngoc,Can Tho,OD04528,2024-07-29,78
KH00883,Ðo Hoang Anh,Ða Nang,OD05398,2024-09-19,45
KH00652,Huynh Thi Thu Ha,Ða Nang,OD03727,2024-03-08,11
KH00297,Le Minh Hoang,Ða Nang,OD00584,2024-11-22,98
KH00266,Vu Minh Quan,Can Tho,OD01913,2024-01-27,97
KH00436,Phan Thi Mai,Hai Phong,OD06694,2024-04-27,70
KH00202,Phan Thi Mai,Ha Noi,OD04311,2024-01-11,53
KH00751,Ðang Thi Hanh,Ða Nang,OD02786,2024-04-10,60
KH00813,Le Minh Hoang,Hai Phong,OD00640,2024-04-27,30
KH00598,Bui Thi Lan,Ho Chi Minh,OD04719,2024-09-20,59
KH00934,Ngo Van Long,Hai Phong,OD00698,2024-01-26,42
KH00389,Ly Thi Kim Chi,Ha Noi,OD00983,2024-12-03,2
KH00067,Hoang Van Tien,Can Tho,OD05120,2024-11-18,19
KH00868,Vu Minh Quan,Hai Phong,OD00068,2024-06-11,84
KH00327,Le Minh Hoang,Can Tho,OD01400,2024-03-27,81
KH00900,Ngo Van Long,Ho Chi Minh,OD05871,2024-07-03,92
KH00414,Ngo Van Long,Ða Nang,OD00429,2024-05-11,87
KH00383,Hoang Van Tien,Ho Chi Minh,OD07776,2024-01-07,58
KH00488,Hoang Van Tien,Hai Phong,OD00941,2024-01-02,56
KH00947,Ðang Thi Hanh,Ða Nang,OD05953,2024-06-02,40
KH00790,Nguyen Van An,Hai Phong,OD04733,2023-12-28,100
KH00715,Huynh Thi Thu Ha,Ho Chi Minh,OD05581,2024-05-04,72
KH00413,Cao Minh Tam,Ða Nang,OD00322,2024-08-02,94
KH00782,Cao Minh Tam,Ða Nang,OD03697,2024-08-02,30
KH00278,Hoang Van Tien,Ða Nang,OD03556,2024-10-20,36
KH00077,Cao Minh Tam,Can Tho,OD07278,2024-07-09,48
KH00566,Bui Thi Lan,Ho Chi Minh,OD01905,2024-09-05,83
KH00030,Ly Thi Kim Chi,Ho Chi Minh,OD05858,2024-09-13,79
KH00349,Nguyen Van An,Ða Nang,OD05916,2024-09-26,25
KH00497,Nguyen Van An,Ho Chi Minh,OD01684,2024-05-23,84
KH00572,Cao Minh Tam,Hai Phong,OD02084,2024-11-14,94
KH00132,Pham Thi Thanh Huong,Ða Nang,OD05530,2024-01-20,61
KH00840,Huynh Thi Thu Ha,Ða Nang,OD01437,2024-08-01,78
KH00963,Le Minh Hoang,Hai Phong,OD06286,2024-05-09,25
KH00558,Huynh Thi Thu Ha,Can Tho,OD00134,2024-02-21,66
KH00201,Pham Thi Thanh Huong,Ða Nang,OD07732,2024-05-14,40
KH00729,Tran Thi Bich Ngoc,Ða Nang,OD03761,2024-06-12,60
KH00129,Bui Thi Lan,Hai Phong,OD07570,2024-03-12,46
KH00403,Tran Thi Bich Ngoc,Ho Chi Minh,OD04926,2024-08-27,99
KH00835,Tran Thi Bich Ngoc,Can Tho,OD01957,2024-12-04,18
KH00275,Nguyen Van An,Ða Nang,OD00618,2024-03-20,77
KH00359,Pham Thi Thanh Huong,Ða Nang,OD00240,2024-11-26,100
KH00273,Ngo Van Long,Ha Noi,OD01232,2024-03-08,60
KH00509,Ðo Hoang Anh,Ha Noi,OD06994,2024-02-23,20
KH00159,Huynh Thi Thu Ha,Can Tho,OD07362,2024-07-06,39
KH00145,Huynh Thi Thu Ha,Ða Nang,OD05682,2024-09-24,61
KH00749,Huynh Thi Thu Ha,Ha Noi,OD03290,2024-09-16,47
KH00650,Vu Minh Quan,Ho Chi Minh,OD07754,2024-03-22,94
KH00412,Hoang Van Tien,Can Tho,OD01133,2024-12-16,47
KH00645,Ðang Thi Hanh,Can Tho,OD04859,2024-02-03,86
KH00344,Le Minh Hoang,Ho Chi Minh,OD02202,2024-03-20,13
KH00428,Le Minh Hoang,Ha Noi,OD04820,2024-09-01,66
KH00378,Huynh Thi Thu Ha,Ða Nang,OD07898,2024-02-15,71
KH00512,Nguyen Van An,Hai Phong,OD00279,2024-07-07,10
KH00970,Bui Thi Lan,Ha Noi,OD01185,2024-06-25,63
KH00026,Nguyen Van An,Ha Noi,OD05024,2024-11-20,50
KH00888,Bui Thi Lan,Ða Nang,OD02032,2024-07-26,71
KH00771,Hoang Van Tien,Ha Noi,OD06670,2024-04-19,33
KH00951,Ly Thi Kim Chi,Ða Nang,OD01356,2024-01-11,10
KH00289,Vu Minh Quan,Hai Phong,OD06292,2024-11-19,19
KH00896,Ly Thi Kim Chi,Ho Chi Minh,OD00851,2024-03-27,70
KH00942,Vu Minh Quan,Ho Chi Minh,OD00215,2024-09-13,23
KH00372,Vu Minh Quan,Hai Phong,OD07939,2024-08-09,30
KH00517,Ðang Thi Hanh,Ho Chi Minh,OD05505,2024-08-09,72
KH00720,Phan Thi Mai,Ho Chi Minh,OD04401,2024-10-11,23
KH00283,Phan Thi Mai,Can Tho,OD04240,2024-09-18,21
KH00483,Phan Thi Mai,Can Tho,OD05734,2024-02-17,39
KH00731,Le Minh Hoang,Ha Noi,OD05249,2024-02-23,55
KH00320,Phan Thi Mai,Can Tho,OD02718,2024-02-26,43
KH00590,Nguyen Van An,Ha Noi,OD01376,2024-03-13,10
KH00519,Le Minh Hoang,Can Tho,OD01393,2024-05-01,84
KH00239,Ngo Van Long,Can Tho,OD06609,2024-07-25,93
KH00419,Hoang Van Tien,Ða Nang,OD03053,2024-01-14,12
KH00162,Pham Thi Thanh Huong,Can Tho,OD02637,2024-02-07,12
KH00683,Huynh Thi Thu Ha,Ða Nang,OD02393,2023-12-24,68
KH00328,Ly Thi Kim Chi,Ða Nang,OD06877,2024-05-15,14
KH00454,Ðo Hoang Anh,Ho Chi Minh,OD07824,2024-03-28,20
KH00655,Ly Thi Kim Chi,Can Tho,OD03768,2024-12-19,15
KH00570,Le Minh Hoang,Ða Nang,OD02186,2024-02-28,89
KH00251,Ðang Thi Hanh,Hai Phong,OD04552,2024-07-21,92
KH00550,Nguyen Van An,Ho Chi Minh,OD00018,2024-08-29,2
KH00653,Nguyen Van An,Can Tho,OD06388,2024-06-30,66
KH00795,Nguyen Van An,Ho Chi Minh,OD04899,2024-04-12,11
KH00402,Bui Thi Lan,Ha Noi,OD03645,2024-10-24,56
KH00779,Ðo Hoang Anh,Ho Chi Minh,OD05362,2024-01-09,86
KH00061,Nguyen Van An,Hai Phong,OD00911,2024-01-11,54
KH00898,Hoang Van Tien,Hai Phong,OD00432,2024-02-03,98
KH00580,Nguyen Van An,Ha Noi,OD06968,2024-04-26,42
KH00889,Nguyen Van An,Ha Noi,OD06770,2024-08-25,11
KH00917,Ngo Van Long,Ho Chi Minh,OD00612,2024-01-17,84
KH00433,Phan Thi Mai,Hai Phong,OD05908,2024-03-21,30
KH00050,Vu Minh Quan,Ho Chi Minh,OD05619,2024-06-22,99
KH00826,Ly Thi Kim Chi,Ða Nang,OD03438,2024-01-08,4
KH00732,Ngo Van Long,Can Tho,OD03202,2024-06-01,91
KH00498,Tran Thi Bich Ngoc,Ha Noi,OD00440,2024-05-08,30
KH00856,Ngo Van Long,Can Tho,OD05081,2024-01-05,47
KH00972,Cao Minh Tam,Hai Phong,OD04746,2024-04-22,50
KH00568,Ðo Hoang Anh,Ða Nang,OD06561,2024-04-21,5
KH00027,Cao Minh Tam,Hai Phong,OD05517,2024-03-28,52
KH00065,Tran Thi Bich Ngoc,Ha Noi,OD06463,2024-09-02,38
KH00533,Bui Thi Lan,Ho Chi Minh,OD04909,2024-02-03,17
KH00137,Ly Thi Kim Chi,Hai Phong,OD03187,2024-06-09,28
KH00117,Hoang Van Tien,Ha Noi,OD06321,2024-11-07,48
KH00127,Tran Thi Bich Ngoc,Ho Chi Minh,OD06912,2024-07-29,11
KH00481,Phan Thi Mai,Can Tho,OD06198,2024-09-09,62
KH00515,Huynh Thi Thu Ha,Ha Noi,OD01145,2024-01-19,98
KH00125,Pham Thi Thanh Huong,Ho Chi Minh,OD01819,2024-02-10,89
KH00581,Ðo Hoang Anh,Can Tho,OD07167,2024-07-23,3
KH00804,Huynh Thi Thu Ha,Can Tho,OD07850,2024-10-26,91
KH00233,Ðang Thi Hanh,Ha Noi,OD00956,2024-05-29,46
KH00462,Le Minh Hoang,Ha Noi,OD04014,2024-05-14,8
KH00128,Phan Thi Mai,Ha Noi,OD00117,2024-10-12,97
KH00540,Bui Thi Lan,Can Tho,OD01071,2024-02-21,88
KH00872,Ly Thi Kim Chi,Ða Nang,OD01323,2024-11-07,88
KH00288,Vu Minh Quan,Ða Nang,OD05483,2024-02-04,15
KH00399,Ðo Hoang Anh,Ho Chi Minh,OD03103,2024-06-14,13
KH00047,Tran Thi Bich Ngoc,Ho Chi Minh,OD02002,2024-08-02,47
KH00104,Ngo Van Long,Can Tho,OD00775,2024-09-05,4
KH00037,Tran Thi Bich Ngoc,Ha Noi,OD01409,2024-09-09,48
KH00156,Pham Thi Thanh Huong,Can Tho,OD01156,2024-07-13,10
KH00607,Pham Thi Thanh Huong,Ho Chi Minh,OD07737,2024-03-21,24
KH00438,Ðo Hoang Anh,Can Tho,OD03806,2024-03-08,2
KH00171,Bui Thi Lan,Ho Chi Minh,OD00308,2024-03-28,45
KH00429,Vu Minh Quan,Ho Chi Minh,OD01661,2024-03-10,27
KH00270,Tran Thi Bich Ngoc,Ha Noi,OD05317,2024-10-01,8
KH00818,Hoang Van Tien,Ða Nang,OD01702,2024-08-02,83
KH00587,Cao Minh Tam,Ða Nang,OD06564,2024-04-17,74
KH00021,Ly Thi Kim Chi,Ho Chi Minh,OD07704,2024-02-06,100
KH00181,Cao Minh Tam,Ða Nang,OD05822,2024-11-18,38
KH00057,Ly Thi Kim Chi,Can Tho,OD05669,2024-12-11,43
KH00534,Tran Thi Bich Ngoc,Can Tho,OD04063,2024-08-14,80
KH00083,Le Minh Hoang,Can Tho,OD07065,2024-09-02,18
KH00148,Cao Minh Tam,Ða Nang,OD00391,2024-06-23,27
KH00463,Vu Minh Quan,Ða Nang,OD07830,2024-11-13,3
KH00312,Phan Thi Mai,Ho Chi Minh,OD01927,2024-04-17,32
KH00226,Nguyen Van An,Hai Phong,OD07981,2024-04-08,6
KH00648,Vu Minh Quan,Ða Nang,OD07254,2024-05-27,56
KH00457,Tran Thi Bich Ngoc,Ða Nang,OD01659,2024-08-07,14
KH00222,Ngo Van Long,Hai Phong,OD03734,2024-01-22,95
KH00131,Cao Minh Tam,Ho Chi Minh,OD04849,2024-12-11,91
KH00043,Phan Thi Mai,Ða Nang,OD06402,2024-05-19,86
KH00188,Nguyen Van An,Ða Nang,OD06175,2024-02-13,9
KH00407,Ðang Thi Hanh,Can Tho,OD03537,2024-04-06,66
KH00249,Hoang Van Tien,Ha Noi,OD02119,2024-04-23,97
KH00025,Tran Thi Bich Ngoc,Can Tho,OD04721,2024-11-16,33
KH00444,Pham Thi Thanh Huong,Can Tho,OD04639,2024-02-21,5
KH00409,Ly Thi Kim Chi,Can Tho,OD00177,2024-05-06,33
KH00120,Cao Minh Tam,Ho Chi Minh,OD05647,2024-02-27,97
KH00850,Ngo Van Long,Hai Phong,OD01956,2024-04-17,47
KH00542,Nguyen Van An,Ha Noi,OD02882,2024-10-22,66
KH00914,Le Minh Hoang,Hai Phong,OD03026,2024-02-09,29
KH00991,Hoang Van Tien,Ða Nang,OD02505,2024-07-19,7
KH00809,Vu Minh Quan,Ho Chi Minh,OD05842,2024-04-02,5
KH00929,Hoang Van Tien,Can Tho,OD01928,2024-11-04,32
KH00532,Bui Thi Lan,Can Tho,OD04693,2024-03-22,86
KH00206,Phan Thi Mai,Hai Phong,OD02608,2024-11-14,75
KH00871,Tran Thi Bich Ngoc,Ða Nang,OD00728,2024-05-14,12
KH00175,Huynh Thi Thu Ha,Ha Noi,OD03037,2024-08-18,82
KH00689,Tran Thi Bich Ngoc,Ho Chi Minh,OD01930,2024-03-11,25
KH00604,Pham Thi Thanh Huong,Ha Noi,OD04244,2024-12-14,81
KH00727,Nguyen Van An,Can Tho,OD07721,2024-11-20,73
KH00476,Nguyen Van An,Ða Nang,OD05083,2024-07-22,90
KH00277,Ðo Hoang Anh,Ha Noi,OD00358,2024-04-28,9
KH00692,Huynh Thi Thu Ha,Can Tho,OD02112,2024-08-21,32
KH00214,Huynh Thi Thu Ha,Ha Noi,OD03099,2024-03-23,19
KH00458,Hoang Van Tien,Can Tho,OD04895,2024-09-19,35
KH00443,Huynh Thi Thu Ha,Ho Chi Minh,OD02323,2024-03-27,22
KH00766,Cao Minh Tam,Ho Chi Minh,OD06255,2024-03-14,16
KH00831,Bui Thi Lan,Ha Noi,OD02869,2024-11-08,77
KH00622,Cao Minh Tam,Hai Phong,OD00515,2024-09-11,5
KH00844,Tran Thi Bich Ngoc,Ða Nang,OD02426,2024-09-08,88
KH00516,Huynh Thi Thu Ha,Can Tho,OD01742,2024-03-18,24
KH00855,Bui Thi Lan,Ða Nang,OD01488,2024-12-10,32
KH00342,Pham Thi Thanh Huong,Ho Chi Minh,OD07488,2023-12-26,89
KH00078,Ðang Thi Hanh,Ho Chi Minh,OD02358,2024-09-11,42
KH00130,Cao Minh Tam,Can Tho,OD05329,2024-02-27,42
KH00880,Ly Thi Kim Chi,Ða Nang,OD05941,2024-01-21,87
KH00618,Bui Thi Lan,Ða Nang,OD00413,2024-08-17,87
KH00833,Vu Minh Quan,Ho Chi Minh,OD05157,2024-05-26,15
KH00034,Bui Thi Lan,Hai Phong,OD07534,2024-07-15,13
KH00227,Ngo Van Long,Hai Phong,OD06963,2024-08-30,29
KH00874,Ly Thi Kim Chi,Can Tho,OD04800,2024-07-06,23
KH00816,Le Minh Hoang,Hai Phong,OD03167,2024-06-16,36
KH00058,Phan Thi Mai,Hai Phong,OD02346,2024-04-10,31
KH00122,Ðang Thi Hanh,Ho Chi Minh,OD07259,2024-10-18,27
KH00783,Ðang Thi Hanh,Ða Nang,OD01872,2024-01-22,95
KH00325,Ðang Thi Hanh,Can Tho,OD02373,2024-04-13,92
KH00224,Ðang Thi Hanh,Ha Noi,OD06737,2024-04-20,60
KH00099,Vu Minh Quan,Can Tho,OD06453,2024-01-14,41
KH00386,Pham Thi Thanh Huong,Hai Phong,OD03599,2024-04-10,26
KH00670,Ðang Thi Hanh,Can Tho,OD02601,2024-05-29,79
KH00107,Le Minh Hoang,Ða Nang,OD06568,2024-09-02,1
KH00459,Ngo Van Long,Ha Noi,OD06355,2024-10-18,89
KH00734,Ðo Hoang Anh,Hai Phong,OD00530,2024-01-24,46
KH00505,Hoang Van Tien,Ða Nang,OD01432,2024-12-14,71
KH00791,Ðang Thi Hanh,Ða Nang,OD04367,2024-11-10,42
KH00240,Ðang Thi Hanh,Ho Chi Minh,OD02106,2024-11-12,36
KH00013,Pham Thi Thanh Huong,Can Tho,OD06017,2024-03-03,52
KH00885,Hoang Van Tien,Ho Chi Minh,OD01859,2024-05-31,48
KH00212,Bui Thi Lan,Can Tho,OD05565,2024-11-08,80
KH00424,Le Minh Hoang,Hai Phong,OD07139,2024-12-16,34
KH00621,Pham Thi Thanh Huong,Can Tho,OD07112,2024-11-20,80
KH00924,Phan Thi Mai,Hai Phong,OD07375,2024-06-10,3
KH00793,Nguyen Van An,Ða Nang,OD03520,2024-10-23,59
KH00976,Phan Thi Mai,Can Tho,OD07349,2024-11-03,69
KH00744,Vu Minh Quan,Ho Chi Minh,OD07288,2024-11-19,24
KH00541,Bui Thi Lan,Hai Phong,OD03833,2024-12-07,96
KH00688,Ðang Thi Hanh,Ha Noi,OD07945,2024-04-13,89
KH00837,Pham Thi Thanh Huong,Ha Noi,OD03203,2024-03-25,98
KH00480,Vu Minh Quan,Ha Noi,OD01704,2024-01-20,73
KH00987,Huynh Thi Thu Ha,Can Tho,OD07675,2024-03-07,66
KH00842,Vu Minh Quan,Can Tho,OD03861,2024-12-09,83
KH00235,Phan Thi Mai,Ha Noi,OD06921,2024-05-25,73
KH00784,Nguyen Van An,Ha Noi,OD01301,2024-09-24,62
KH00410,Cao Minh Tam,Ða Nang,OD01768,2024-01-26,83
KH00520,Ðo Hoang Anh,Ho Chi Minh,OD02147,2024-02-14,9
KH00035,Ðo Hoang Anh,Ho Chi Minh,OD03335,2024-06-10,31
KH00376,Le Minh Hoang,Hai Phong,OD03743,2024-05-29,31
KH00396,Ðang Thi Hanh,Can Tho,OD00564,2024-09-27,12
KH00576,Nguyen Van An,Ða Nang,OD02717,2024-11-18,8
KH00714,Ðo Hoang Anh,Ho Chi Minh,OD01896,2024-07-17,92
KH00787,Ðo Hoang Anh,Ða Nang,OD01595,2024-05-03,41
KH00200,Ðo Hoang Anh,Ða Nang,OD03527,2024-03-17,89
KH00231,Vu Minh Quan,Ha Noi,OD02684,2024-10-24,6
KH00887,Cao Minh Tam,Can Tho,OD02683,2024-05-09,76
KH00599,Le Minh Hoang,Ða Nang,OD06812,2024-03-10,31
KH00629,Bui Thi Lan,Ho Chi Minh,OD07908,2024-02-26,85
KH00460,Bui Thi Lan,Hai Phong,OD02109,2024-08-29,45
KH00150,Ly Thi Kim Chi,Ha Noi,OD06927,2024-05-06,44
KH00388,Nguyen Van An,Ha Noi,OD03121,2024-05-15,21
KH00088,Huynh Thi Thu Ha,Can Tho,OD04217,2024-05-13,10
KH00503,Hoang Van Tien,Ða Nang,OD02885,2024-01-29,52
KH00228,Cao Minh Tam,Ha Noi,OD04375,2024-01-16,75
KH00296,Phan Thi Mai,Hai Phong,OD07475,2024-12-01,96
KH00697,Cao Minh Tam,Hai Phong,OD02904,2024-06-01,82
KH00215,Nguyen Van An,Can Tho,OD03505,2024-01-26,10
KH00527,Bui Thi Lan,Hai Phong,OD04927,2024-11-19,34
KH00738,Le Minh Hoang,Ða Nang,OD07224,2024-02-24,4
KH00764,Ðo Hoang Anh,Ha Noi,OD05897,2024-07-03,11
KH00626,Tran Thi Bich Ngoc,Ða Nang,OD01414,2024-02-28,74
KH00471,Vu Minh Quan,Ha Noi,OD01563,2024-06-21,16
KH00070,Vu Minh Quan,Ða Nang,OD06802,2024-11-23,36
KH00609,Ly Thi Kim Chi,Hai Phong,OD02480,2024-11-07,6
KH00877,Ngo Van Long,Ho Chi Minh,OD03095,2024-01-26,100
KH00985,Le Minh Hoang,Ha Noi,OD02581,2024-09-01,23
KH00048,Hoang Van Tien,Can Tho,OD05786,2024-06-30,66
KH00238,Ngo Van Long,Can Tho,OD06016,2024-02-16,52
KH00446,Ngo Van Long,Ða Nang,OD05649,2024-08-25,49
